# EXPERIMENT NUMBER 1 
## optimizer : adam 
## number of hidden layers : 2 
## number of hidden units : 100 
## (half of) embedding size :  75
## learning rate : 0.000100 
## batch size : 1 
## approx number of steps: 18480000 
## approx number of steps per epoch: 3696 
1	198.43124098	142.80905172
2	142.52144503	134.76668941
3	135.40437609	130.14916891
4	131.08468734	127.17311674
5	128.37448253	127.17821760
6	126.61090659	125.70407911
7	125.05797953	124.11842453
8	123.81615393	123.55772091
9	122.56156312	123.90397051
10	121.70344684	123.29507824
11	120.82918348	123.40330790
12	119.87278500	122.30083780
13	119.07936852	122.39904196
14	118.31348692	121.70705017
15	117.72113871	121.93132856
16	116.99278830	122.18649691
17	116.45065728	122.74185474
18	115.85458086	121.50070374
19	115.20339108	121.94844303
20	114.72040383	121.99514908
21	114.16668124	121.68807356
22	113.59014031	122.12935766
23	113.07556416	122.24984114
24	112.46875655	122.32275213
25	111.86700275	122.10442680
26	111.64654265	122.93631214
27	111.08823806	125.17984591
28	110.50276282	122.97678267
29	110.04291214	123.75857542
30	109.56326212	123.21252436
31	109.12919691	123.84439947
32	108.61684077	124.07995459
33	108.17673678	124.49164816
34	107.81392866	123.88911612
35	107.35288433	124.13084455
36	106.94172719	124.49367212
37	106.41860306	125.42362879
