# EXPERIMENT NUMBER 2 
## optimizer : adam 
## number of hidden layers : 2 
## number of hidden units : 100 
## (half of) embedding size : 100 
## learning rate : 0.000100 
## batch size : 1 
## approx number of steps: 18480000 
## approx number of steps per epoch: 3696 
1	203.79226710	141.74109159
2	141.24532605	132.77415493
3	134.37258295	130.39978374
4	130.71497047	126.68558109
5	128.03103550	126.25813618
6	126.28543432	124.22034088
7	124.32283397	123.69979193
8	123.08882478	122.57952473
9	121.68968642	121.99749743
10	120.72015498	122.04585363
11	119.52516014	122.17051533
12	118.80143889	122.38525730
13	117.82739210	121.70447886
14	116.99110293	121.99069063
15	116.30911979	121.65506880
16	115.55178124	121.50561665
17	114.89126151	122.87500408
18	114.03430012	121.04241306
19	113.41980585	121.41695503
20	112.67408062	122.32028807
21	112.11064127	122.16043625
22	111.42448676	121.86205379
23	110.85597553	123.16923742
24	110.14577460	122.35103806
25	109.47867442	122.72967068
26	108.87918316	122.79302053
27	108.31913941	123.31273102
28	107.70214483	122.92179060
29	107.13507307	122.87068821
30	106.65238106	124.04008701
31	106.04528690	123.92131062
32	105.37861923	123.83740936
33	104.97458931	124.57133625
34	104.47096078	125.70662596
35	103.90920704	124.21999378
36	103.39989064	125.38837690
37	102.84634276	125.98010834
38	102.33412653	126.48369329
39	101.82712789	125.96631243
40	101.44012218	126.26178717
41	100.96411896	125.91054205
42	100.37203507	126.22537380
43	100.05376020	126.83067007
44	99.54237668	127.21256634
45	99.15020105	127.36566862
46	98.66638215	127.51399700
47	98.32225134	127.34016403
48	97.85702353	127.87191061
49	97.41817956	128.18053917
50	97.07387427	128.34409103
51	96.61850605	128.91741539
52	96.27801066	128.76267735
53	95.87077673	128.21887264
54	95.46814583	128.65705023
55	95.10818524	128.39162939
