# EXPERIMENT NUMBER 1 
## optimizer : adam 
## number of hidden layers acoustic net: 5 
## number of hidden units acoustic net: 250 
## learning rate : 0.001000 
## batch size : 10 
## approx number of steps: 1848000 
## approx number of steps per epoch: 369 
1	5.00439411	2.36108643	0.41645110
2	3.61047127	1.80656199	0.51744071
3	3.16710583	1.62553447	0.55310278
4	2.83323282	1.56000413	0.56654491
5	2.56153906	1.46859466	0.58734520
6	2.30965090	1.40991747	0.60230326
7	2.06697666	1.44515859	0.59770735
8	1.83871401	1.41151676	0.60348400
9	1.60622352	1.42738113	0.60765395
10	1.40570529	1.40188965	0.61643092
11	1.18568026	1.40935559	0.61444392
12	1.00191475	1.44510985	0.61648414
13	0.83884614	1.47166340	0.61416273
14	0.70764997	1.51765906	0.61187518
15	0.58361408	1.49652212	0.61874587
16	0.48905570	1.49452965	0.62450778
17	0.41182830	1.55108959	0.62075041
18	0.36721576	1.59351183	0.61877059
19	0.32721256	1.58625146	0.62184449
20	0.28428983	1.61849487	0.62181462
21	0.26811951	1.67206461	0.61384372
22	0.24882842	1.67946938	0.61809139
23	0.22252947	1.70592779	0.62156070
24	0.19261282	1.68550826	0.62653721
25	0.17651962	1.73356350	0.62400915
26	0.17874053	1.77890039	0.61822364
27	0.17933474	1.79494657	0.62310477
28	0.16064603	1.81358316	0.62259259
29	0.14158349	1.81065599	0.62626610
30	0.13118179	1.87822579	0.62197437
31	0.13472628	1.86472591	0.62379361
32	0.15029894	1.85395113	0.62178893
33	0.14806574	1.87607753	0.62299386
34	0.11381397	1.89938249	0.62936673
35	0.09701906	1.90917457	0.63388785
36	0.09130575	1.93579497	0.63148312
37	0.10227691	1.99127477	0.62425428
38	0.09759085	2.00263536	0.62867170
39	0.10254172	2.08533435	0.61814688
40	0.12214931	2.06162650	0.61876304
41	0.10443325	2.04133613	0.62596792
42	0.08151631	2.04305740	0.63064039
43	0.07681370	2.10934448	0.62764370
44	0.07291513	2.10499206	0.63049092
45	0.07114844	2.14833730	0.62609180
46	0.07806430	2.16247681	0.62636040
47	0.08114547	2.17628544	0.62605174
48	0.08447185	2.18263062	0.62530227
49	0.11776632	2.15347842	0.62845977
